bhk,type,locality,area,price,price_unit,region,status,age,price _INR,Rent_price
3,Apartment,Adityaraj Royale,790,1.3,Cr,Vikhroli,Under Construction,New,13000000,10833.33333
2,Apartment,Shree Shakun Greens,940,39,L,Virar,Ready to move,Resale,3900000,3250
1,Apartment,Puraniks Rumah Bali,343,51.95,L,Thane West,Ready to move,New,5195000,4329.166667
3,Apartment,L And T Seawoods Residences North Towers,1080,2.8,Cr,Seawoods,Under Construction,New,28000000,23333.33333
1,Apartment,Rustomjee Bella,425,95,L,Bhandup West,Under Construction,New,9500000,7916.666667
2,Apartment,Reputed Builder Balaji Garden,1180,1.5,Cr,Koper Khairane,Ready to move,Resale,15000000,12500
2,Apartment,Bhoomi Rock Enclave,732,1.8,Cr,Kandivali West,Ready to move,Resale,18000000,15000
1,Apartment,D K SPM Dream City,925,38.3,L,Ambernath East,Ready to move,New,3830000,3191.666667
1,Apartment,Parinee Essence,588,93.5,L,Kandivali West,Ready to move,New,9350000,7791.666667
1,Apartment,Gurudatta Bhaurao Park,530,42,L,Airoli,Ready to move,Resale,4200000,3500
2,Apartment,Dosti West County Phase 4 Dosti Pine,506,77.14,L,Thane West,Under Construction,New,7714000,6428.333333
1,Apartment,Sheetal Tapovan Heights,685,55,L,Ulwe,Ready to move,Resale,5500000,4583.333333
2,Apartment,Sonam Indradhanush,1200,99,L,Mira Road East,Under Construction,New,9900000,8250
2,Apartment,Rustomjee Urbania,687,1.28,Cr,Thane West,Ready to move,New,12800000,10666.66667
2,Apartment,Swagat Heights,1020,78.4,L,Mira Road East,Ready to move,New,7840000,6533.333333
2,Apartment,Progressive Prive,1175,88,L,Ulwe,Under Construction,Resale,8800000,7333.333333
2,Apartment,Mahindra Roots,1200,1.83,Cr,Kandivali East,Ready to move,New,18300000,15250
3,Apartment,Wadhwa Atmosphere Phase 1,1017,3.05,Cr,Mulund West,Ready to move,New,30500000,25416.66667
2,Apartment,Reputed Builder Krishna Apartment,1100,75,L,Kamothe,Ready to move,Resale,7500000,6250
3,Apartment,Paradise Sai World City,1155,1.65,Cr,Panvel,Under Construction,New,16500000,13750
3,Apartment,Khushi Axis World,870,76,L,Anjurdive,Under Construction,New,7600000,6333.333333
3,Apartment,Raheja Ridgewood,2100,3.5,Cr,Goregaon East,Ready to move,Unknown,35000000,29166.66667
4,Apartment,Sheth Avalon,2579,4.5,Cr,Thane West,Ready to move,Unknown,45000000,37500
1,Apartment,A H A H Sapphire,695,58.49,L,Mira Road East,Ready to move,Resale,5849000,4874.166667
2,Apartment,Ozone Mirabilis,763,2.4,Cr,Santacruz East,Under Construction,New,24000000,20000
2,Apartment,Umiya Oasis,1080,75,L,Mira Road East,Under Construction,New,7500000,6250
2,Apartment,Jaydeep Prathmesh Darshan,665,1.72,Cr,Ghatkopar East,Under Construction,New,17200000,14333.33333
2,Apartment,Hiranandani Fortune City,778,47.45,L,Panvel,Ready to move,Unknown,4745000,3954.166667
1,Apartment,Aims Sea View,645,50,L,Mira Road East,Ready to move,Resale,5000000,4166.666667
2,Apartment,Divya Shree Abhishek CHSL,561,1.6,Cr,Kandivali West,Ready to move,New,16000000,13333.33333
1,Apartment,Tejas Builders and Developers Parishma,700,52,L,Ulwe,Ready to move,Resale,5200000,4333.333333
1,Apartment,Runwal My City,694,39.5,L,Dombivali,Ready to move,New,3950000,3291.666667
3,Apartment,Vasant Park,1545,1.1,Cr,Kalyan West,Ready to move,New,11000000,9166.666667
2,Apartment,Sonam Indra Neel,1360,1.14,Cr,Bhayandar East,Under Construction,New,11400000,9500
2,Apartment,Tharwani Heritage,1500,1.17,Cr,Kharghar,Ready to move,Resale,11700000,9750
1,Apartment,Ekta Meadows,710,1.05,Cr,Kandivali East,Ready to move,Unknown,10500000,8750
2,Apartment,Pashmina Pashmina Lake Riviera Codename P L U S H,800,2.19,Cr,Powai,Under Construction,New,21900000,18250
2,Apartment,Goodwill Paradise,1200,1.25,Cr,Kharghar,Ready to move,Resale,12500000,10416.66667
4,Apartment,Options Yogniti,3000,12,Cr,Santacruz West,Ready to move,Resale,120000000,100000
2,Apartment,Kalpataru Srishti Namaah,830,1.01,Cr,Mira Road East,Under Construction,New,10100000,8416.666667
3,Apartment,Kalpataru Parkcity,920,1.57,Cr,Thane West,Under Construction,New,15700000,13083.33333
3,Apartment,Paradise Sai World City,1096,1.6,Cr,Panvel,Under Construction,New,16000000,13333.33333
2,Apartment,Kanakia Silicon Valley,1070,2.25,Cr,Powai,Ready to move,Resale,22500000,18750
1,Apartment,Agarwal Paramount,398,36.69,L,Virar,Ready to move,New,3669000,3057.5
1,Apartment,Ritu Gardenia,650,32.6,L,Naigaon East,Ready to move,Resale,3260000,2716.666667
2,Apartment,Ravi Gaurav Excellency,1050,65,L,Mira Road East,Ready to move,Resale,6500000,5416.666667
2,Apartment,Reputed Builder Lord Shiva's Paradise,1050,73,L,Kalyan West,Ready to move,Resale,7300000,6083.333333
3,Apartment,ACME Ozone Phase 2,1650,1.6,Cr,Thane West,Ready to move,Unknown,16000000,13333.33333
3,Independent House,ARC Excel Arc,1250,1.1,Cr,Mira Road East,Ready to move,Resale,11000000,9166.666667
2,Apartment,Kolte Patil Verve,759,2.35,Cr,Goregaon West,Under Construction,New,23500000,19583.33333
2,Apartment,Sanghvi Ecocity Phase 3,1070,84.48,L,Mira Road East,Under Construction,New,8448000,7040
2,Apartment,Prithvi Prithvi Pride Phase I,1050,86,L,Mira Road East,Ready to move,New,8600000,7166.666667
1,Apartment,Runwal Avenue,560,92,L,Kanjurmarg,Under Construction,New,9200000,7666.666667
2,Apartment,Sanghvi Ecocity Phase 3,1070,84.51,L,Mira Road East,Under Construction,New,8451000,7042.5
1,Apartment,Lokhandwala Green Hills CHS,525,89,L,Kandivali East,Ready to move,Resale,8900000,7416.666667
3,Apartment,Mistry 9 PBR,1770,7.49,Cr,Nerul,Under Construction,New,74900000,62416.66667
2,Apartment,Kesar Harmony,1025,1.47,Cr,Kharghar,Ready to move,Resale,14700000,12250
1,Apartment,Continental Acropolis,617,34.98,L,Bhiwandi,Under Construction,New,3498000,2915
1,Apartment,Marathon Nexworld,540,37.25,L,Dombivali,Ready to move,New,3725000,3104.166667
4,Apartment,T Bhimjyani The Verraton,1950,3.15,Cr,Thane West,Ready to move,Unknown,31500000,26250
1,Apartment,Shree Krupa Lilavati CHS,530,65,L,Thane West,Ready to move,Resale,6500000,5416.666667
2,Apartment,Provident Palmvista,864,65,L,Shil Phata,Under Construction,Unknown,6500000,5416.666667
2,Apartment,Shree Balaji Om Rudra,1300,1.25,Cr,Kharghar,Ready to move,Unknown,12500000,10416.66667
3,Apartment,Hiranandani Estate,2150,2.7,Cr,Thane West,Ready to move,Unknown,27000000,22500
2,Apartment,Lodha Splendora,945,1.17,Cr,Thane West,Under Construction,New,11700000,9750
2,Apartment,Kalpataru Paramount D,990,1.06,Cr,Thane West,Ready to move,Resale,10600000,8833.333333
3,Apartment,Lodha Codename Limited Edition,1146,2.76,Cr,Mulund East,Under Construction,New,27600000,23000
2,Apartment,Himanshu Mount View,860,34,L,Ambernath East,Ready to move,Unknown,3400000,2833.333333
1,Apartment,RNA NG N G Tivoli Phase II,475,52.5,L,Mira Road East,Under Construction,New,5250000,4375
2,Apartment,Shreeji Sharan Daivi Eterneety,876,2.36,Cr,Borivali West,Under Construction,New,23600000,19666.66667
3,Apartment,Runwal Bliss Wing D,1445,2.02,Cr,Kanjurmarg,Under Construction,New,20200000,16833.33333
2,Apartment,Arvel Nisarg Shrushti Phase 1,466,36.79,L,Palghar,Under Construction,New,3679000,3065.833333
2,Apartment,Bhujang Shrirang Javle Sai Ganga,1150,92,L,Ulwe,Ready to move,Resale,9200000,7666.666667
3,Apartment,Sun Asmita Sand Dunes,1465,2.82,Cr,Malad West,Ready to move,Unknown,28200000,23500
1,Apartment,Tata Serein Phase 1,446,1.08,Cr,Thane West,Ready to move,New,10800000,9000
3,Apartment,Shree Rajeshwari Bhavan,2022,4.1,Cr,Chembur,Ready to move,New,41000000,34166.66667
2,Apartment,Chaitanya The Greens Radhakunj,716,1.05,Cr,Kandivali East,Under Construction,New,10500000,8750
2,Apartment,Thakkar Gokul Heights,950,1.45,Cr,Kandivali East,Ready to move,Resale,14500000,12083.33333
4,Apartment,ACME Ozone Phase 2,2550,2.6,Cr,Thane West,Ready to move,Unknown,26000000,21666.66667
5,Independent House,Vasant Vasant Vihar,3500,6,Cr,Thane West,Ready to move,Resale,60000000,50000
4,Apartment,Lodha Aura,1450,6.44,Cr,Wadala,Under Construction,New,64400000,53666.66667
3,Apartment,Lodha Woods,1025,2.49,Cr,Kandivali East,Under Construction,New,24900000,20750
2,Apartment,Agarwal Paramount,509,49.95,L,Virar,Ready to move,New,4995000,4162.5
2,Apartment,Sunshine Willow,677,85,L,Ghansoli,Ready to move,Resale,8500000,7083.333333
1,Apartment,JP North Phase 6 Alexa,360,72,L,Mira Road East,Under Construction,New,7200000,6000
1,Apartment,Amar Vinay Heritage,770,69.8,L,Mira Road East,Under Construction,New,6980000,5816.666667
2,Apartment,Lodha Palava Lakeshore Greens,893,42,L,Dombivali,Ready to move,Resale,4200000,3500
3,Apartment,Shubh Amrukunj,1350,2.6,Cr,Andheri West,Ready to move,Resale,26000000,21666.66667
2,Apartment,Manilal Keshavlal Saraiya View Villa,1098,3,Cr,Matunga,Ready to move,Unknown,30000000,25000
2,Apartment,Mahesh Indra Darshan,950,2.45,Cr,Andheri West,Ready to move,Unknown,24500000,20416.66667
1,Apartment,Reputed Builder Vrindavan Society,600,80,L,Thane West,Ready to move,Resale,8000000,6666.666667
1,Apartment,Raunak 108,410,58.71,L,Thane West,Under Construction,New,5871000,4892.5
2,Apartment,Reputed Builder Vazira Jayesh CHS,800,1.3,Cr,Borivali West,Ready to move,Unknown,13000000,10833.33333
1,Apartment,Redwood Redwoods,600,1,Cr,Mulund West,Ready to move,Resale,10000000,8333.333333
2,Apartment,Marathon Nexzone Aura 1,1206,85,L,Panvel,Ready to move,Resale,8500000,7083.333333
3,Apartment,Lodha Elisium,1086,3.6,Cr,Wadala,Ready to move,Resale,36000000,30000
3,Apartment,Mahindra The Great Eastern Gardens,1946,3.15,Cr,Kanjurmarg,Ready to move,Resale,31500000,26250
2,Apartment,SKD Pinnacolo And Pinnacolo NX,1040,89.5,L,Mira Road East,Ready to move,Resale,8950000,7458.333333
1,Apartment,Greenscape Royale,600,51.5,L,Kamothe,Ready to move,Resale,5150000,4291.666667
1,Apartment,Sethia Pride Wing A,675,86,L,Kandivali East,Under Construction,New,8600000,7166.666667
3,Apartment, SD Corp,1650,2.66,Cr,Kandivali West,Under Construction,New,26600000,22166.66667
2,Apartment,Lucent Fressia Ranibello,795,1.59,Cr,Malad East,Ready to move,New,15900000,13250
2,Apartment,Shah Heights,1100,1.5,Cr,Kharghar,Ready to move,Resale,15000000,12500
1,Apartment,JP North Barcelona,365,63.2,L,Mira Road East,Under Construction,New,6320000,5266.666667
3,Apartment,ACME Ozone Phase 2,1650,1.55,Cr,Thane West,Ready to move,Unknown,15500000,12916.66667
2,Apartment,Kalpataru Hills,1065,1.15,Cr,Thane West,Ready to move,Unknown,11500000,9583.333333
2,Apartment,Rosa Royale,1000,1.12,Cr,Thane West,Ready to move,Resale,11200000,9333.333333
3,Apartment,Shree Mahavir New Monalisa CHSL,1353,5,Cr,Juhu,Under Construction,Unknown,50000000,41666.66667
2,Apartment,Runwal Forest Tower 1 To 4,1250,1.9,Cr,Kanjurmarg,Ready to move,Resale,19000000,15833.33333
1,Apartment,Fortune TSP Tara,630,34,L,Taloja,Ready to move,Resale,3400000,2833.333333
3,Apartment,Runwal Sanctuary,1030,2.25,Cr,Mulund West,Under Construction,New,22500000,18750
3,Apartment,Hemani Login,1700,3.34,Cr,Kandivali West,Ready to move,Resale,33400000,27833.33333
4,Apartment,Parthenon Raiaskaran,4147,6,Cr,Andheri West,Ready to move,Unknown,60000000,50000
2,Apartment,Integrated Ramicon,692,1.27,Cr,Goregaon West,Under Construction,New,12700000,10583.33333
3,Apartment,Kalpataru Magnus,2067,5,Cr,Bandra East,Ready to move,Unknown,50000000,41666.66667
1,Apartment,Navkar City Phase I Part 4,695,39.78,L,Naigaon East,Under Construction,New,3978000,3315
2,Apartment,Balaji Sparsh,1180,85,L,Ulwe,Ready to move,New,8500000,7083.333333
3,Apartment,Kamala Garden Grove Phase 2,1600,3.35,Cr,Borivali West,Ready to move,Unknown,33500000,27916.66667
2,Apartment,Cosmos Horizon,1065,1.35,Cr,Thane West,Ready to move,Unknown,13500000,11250
4,Apartment,T Bhimjyani The Verraton,2280,3.15,Cr,Thane West,Ready to move,Unknown,31500000,26250
3,Apartment,Delta Vrindavan,1350,1.8,Cr,Mira Road East,Ready to move,Resale,18000000,15000
1,Apartment,Tilak Nagar Mahalaxmi CHS,490,84,L,Tilak Nagar,Ready to move,Resale,8400000,7000
2,Apartment,Chaitanya The Greens Radhakunj,725,99,L,Kandivali East,Under Construction,New,9900000,8250
2,Apartment,Dosti Ambrosia,1376,2.9,Cr,Wadala,Ready to move,Unknown,29000000,24166.66667
3,Apartment,L And T Seawoods Residences North Towers,1105,3.15,Cr,Seawoods,Under Construction,New,31500000,26250
1,Apartment,Reputed Builder Mangeshi Dream City,710,49.99,L,Kalyan West,Ready to move,Resale,4999000,4165.833333
2,Apartment,Rustomjee Global City,700,46,L,Virar,Ready to move,Resale,4600000,3833.333333
1,Apartment,Surya Gokul Accord,585,84,L,Kandivali East,Ready to move,Resale,8400000,7000
2,Apartment,Piramal Aranya Wing C,670,3.5,Cr,Byculla,Under Construction,New,35000000,29166.66667
1,Studio Apartment,Seven Eleven Apna Ghar,255,22.99,L,Mira Road East,Ready to move,Resale,2299000,1915.833333
1,Apartment,Kalpataru Srishti Namaah,720,67,L,Mira Road East,Ready to move,New,6700000,5583.333333
2,Apartment,Reputed Builder Charkop Sai Baba CHS,915,1.21,Cr,Malad West,Ready to move,Resale,12100000,10083.33333
2,Apartment,Ekta Brooklyn Park Phase III,925,51,L,Virar,Ready to move,Resale,5100000,4250
3,Apartment,Lodha Codename Limited Edition,950,2.71,Cr,Mulund East,Under Construction,New,27100000,22583.33333
2,Apartment,Puraniks IKIGAI,700,70,L,Thane West,Under Construction,New,7000000,5833.333333
4,Apartment,Sheth Avalon,3600,6,Cr,Thane West,Ready to move,Unknown,60000000,50000
4,Apartment,Arth Crown Palace,4500,20,Cr,Bandra West,Ready to move,Unknown,200000000,166666.6667
2,Apartment,Jay Signature Point,1150,1.2,Cr,Kharghar,Ready to move,Resale,12000000,10000
1,Apartment,Squarefeet Green Square Bldg 2,284,35,L,Thane West,Under Construction,New,3500000,2916.666667
1,Apartment,Ace Courtyard,336,49,L,Thane West,Under Construction,New,4900000,4083.333333
1,Apartment,Shree Karma Heights,470,32,L,Vasai,Under Construction,New,3200000,2666.666667
3,Apartment,Godrej Horizon Phase I,1063,4.33,Cr,Wadala,Under Construction,New,43300000,36083.33333
2,Apartment,Krishna Residency,900,2.2,Cr,Andheri East,Ready to move,New,22000000,18333.33333
2,Apartment,Sheth Vasant Oasis,949,1.76,Cr,Andheri East,Ready to move,New,17600000,14666.66667
1,Apartment,Ashirwad Developers Cosmos Enclave,650,52,L,Thane West,Ready to move,Resale,5200000,4333.333333
3,Apartment,Mistry 9 PBR,1770,7.49,Cr,Nerul,Under Construction,New,74900000,62416.66667
1,Apartment,Apex Love,620,35.5,L,Karanjade,Ready to move,New,3550000,2958.333333
2,Apartment,Paradise Sai Riverdale,1115,78,L,Taloja,Ready to move,New,7800000,6500
3,Apartment,Reputed Builder PIRI MAJESTIC,1710,4.35,Cr,Chembur,Ready to move,Resale,43500000,36250
2,Apartment,JSB Nakshatra Aarambh,563,40,L,Naigaon East,Under Construction,New,4000000,3333.333333
1,Apartment,Ariha Ariha Signature,321,88,L,Goregaon West,Under Construction,New,8800000,7333.333333
1,Apartment,Reputed Builder Happy Home Complex,490,60,L,Borivali West,Ready to move,Resale,6000000,5000
3,Apartment,Hiranandani Meadows,1130,1.85,Cr,Thane West,Ready to move,Unknown,18500000,15416.66667
2,Apartment,BSEL Infrastructure Realty Ltd Kasturi Villa,1210,1.25,Cr,Kharghar,Ready to move,Resale,12500000,10416.66667
1,Apartment,Amrut Laxmi Raj Regalia Phase I,720,30,L,Ambernath East,Under Construction,Unknown,3000000,2500
2,Apartment,Metro Sairah,1105,2,Cr,Ville Parle East,Ready to move,Unknown,20000000,16666.66667
2,Apartment,Swanand Swanand Bliss,915,37,L,Ambernath East,Under Construction,New,3700000,3083.333333
2,Apartment,Veena Serenity,930,1.75,Cr,Chembur,Ready to move,Resale,17500000,14583.33333
2,Apartment,Hiranandani Meadows,1000,1.65,Cr,Thane West,Ready to move,Unknown,16500000,13750
1,Apartment,Prachi Residency,650,25.6,L,Badlapur East,Ready to move,New,2560000,2133.333333
4,Apartment,Transcon Triumph Tower 3,1507,5.23,Cr,Andheri West,Under Construction,New,52300000,43583.33333
2,Apartment,Lodha Codename Premier,703,79.98,L,Dombivali,Under Construction,New,7998000,6665
2,Apartment,Deekay Solace,887,1.8,Cr,Sewri,Ready to move,Unknown,18000000,15000
2,Apartment,Bankers Tower CHS,1010,85,L,Ulwe,Ready to move,Resale,8500000,7083.333333
2,Apartment,Saket Paradise,950,70,L,Kalyan West,Ready to move,Unknown,7000000,5833.333333
2,Apartment,Kanakia Paris,1140,3.45,Cr,Bandra Kurla Complex,Under Construction,Unknown,34500000,28750
1,Apartment,Delta Right Delta House,533,86,L,Goregaon East,Under Construction,Unknown,8600000,7166.666667
3,Apartment,Kalpataru Imperia,1296,6.25,Cr,Santacruz West,Under Construction,New,62500000,52083.33333
2,Apartment,Neel Rosalia,1250,1.02,Cr,Ulwe,Ready to move,New,10200000,8500
2,Apartment,Divya Shree Abhishek CHSL,587,1.75,Cr,Kandivali West,Ready to move,New,17500000,14583.33333
2,Apartment,Indiabulls Greens 2,1246,60,L,Panvel,Ready to move,Resale,6000000,5000
1,Apartment,Veena Senterio,540,90,L,Chembur,Under Construction,New,9000000,7500
1,Apartment,Haware Leelaangan,614,18.8,L,Badlapur West,Ready to move,Unknown,1880000,1566.666667
3,Apartment,Runwal Bliss Wing D,1497,2.37,Cr,Kanjurmarg,Under Construction,New,23700000,19750
1,Apartment,Sunraj Supreme,525,41.35,L,Dombivali,Under Construction,New,4135000,3445.833333
1,Apartment,Hirani Shantidham,600,73.96,L,Vikhroli,Under Construction,New,7396000,6163.333333
2,Apartment,Satellite Elegance,635,1.54,Cr,Goregaon East,Under Construction,New,15400000,12833.33333
4,Apartment,SHREE KRISHNA Eastern Winds,2950,2.6,Cr,Kurla,Ready to move,Resale,26000000,21666.66667
1,Apartment,Raj Rudraksha,443,82.1,L,Dahisar,Ready to move,New,8210000,6841.666667
3,Apartment,Rishabraj Jay Amrat CHS Rishab Jay Amrat,1050,2.25,Cr,Malad West,Under Construction,Resale,22500000,18750
2,Apartment,SD Siennaa Wing A,744,1.84,Cr,Kandivali East,Under Construction,New,18400000,15333.33333
2,Apartment,Dimples 73 East,972,1.88,Cr,Kandivali West,Under Construction,New,18800000,15666.66667
1,Apartment,Regency Regency Anantam,740,49,L,Dombivali,Ready to move,New,4900000,4083.333333
2,Apartment,Cosmos Horizon,1065,1.35,Cr,Thane West,Ready to move,Unknown,13500000,11250
3,Apartment,Radius Epitome at Imperial Heights,1802,3.3,Cr,Goregaon West,Ready to move,Unknown,33000000,27500
1,Apartment,Kanakia Zenworld Phase I,418,1.04,Cr,Kanjurmarg,Under Construction,Unknown,10400000,8666.666667
2,Apartment,Swaraj Homes Gokul Blossom,1000,3,Cr,Juhu,Ready to move,Resale,30000000,25000
2,Apartment,Lokhandwala Lokhandwala Complex,850,2.4,Cr,Andheri West,Ready to move,Unknown,24000000,20000
4,Apartment,T Bhimjyani The Verraton,2350,3.1,Cr,Thane West,Ready to move,Unknown,31000000,25833.33333
1,Apartment,Reputed Builder Wild Wood Park 2,651,20,L,Andheri West,Ready to move,Resale,2000000,1666.666667
3,Apartment,Kalpataru Bliss Apartments,1255,2.5,Cr,Santacruz East,Under Construction,Unknown,25000000,20833.33333
2,Apartment,Kishor Vishnu Bhoir Sukur Enclave A,509,74.99,L,Thane West,Under Construction,New,7499000,6249.166667
1,Apartment,Squarefeet Joy Square,515,40,L,Thane West,Ready to move,Resale,4000000,3333.333333
1,Apartment,Sai White Hills,695,30,L,Vasai,Ready to move,Unknown,3000000,2500
1,Apartment,Chandak 34 Park Estate,508,93.51,L,Goregaon West,Under Construction,Unknown,9351000,7792.5
2,Apartment,Space Residence II Building No 4 B,1090,97.89,L,Mira Road East,Under Construction,New,9789000,8157.5
2,Apartment,JP North Barcelona Wing D,1050,1.17,Cr,Mira Road East,Ready to move,New,11700000,9750
3,Apartment,Mistry 9 PBR,1300,4.49,Cr,Nerul,Under Construction,New,44900000,37416.66667
2,Apartment,Siroya Level The Residences,760,1.47,Cr,Jogeshwari West,Under Construction,New,14700000,12250
3,Apartment,Peninsula Celestia Spaces,1208,3.99,Cr,Sewri,Ready to move,New,39900000,33250
5,Apartment,Lodha Amara Tower 26 27 28 30 34 35,1234,1.66,Cr,Thane West,Ready to move,New,16600000,13833.33333
2,Apartment,Omkar Alta Monte,1350,2.5,Cr,Malad East,Ready to move,Resale,25000000,20833.33333
2,Apartment,Poddar Riviera Phase 1,738,58,L,Kalyan West,Under Construction,Unknown,5800000,4833.333333
3,Apartment,Neelam Solstice Phase I,1380,2.77,Cr,Ghatkopar East,Ready to move,New,27700000,23083.33333
2,Apartment,Shreenathji 39 Anthea,576,1.29,Cr,Chembur,Ready to move,New,12900000,10750
1,Apartment,Swaraj Homes Shivana CHS,350,1.2,Cr,Mahim,Ready to move,Resale,12000000,10000
6,Apartment,Sheth Beaumonte Tower B Phase 1 Building No 10,2152,9.68,Cr,Sion,Under Construction,New,96800000,80666.66667
2,Apartment,Omkar Ananta,837,1.3,Cr,Goregaon East,Ready to move,Unknown,13000000,10833.33333
4,Apartment,Ahuja Linkpark,1704,4.32,Cr,Malad West,Under Construction,New,43200000,36000
2,Apartment,Squarefeet Metropolis Rivera,624,93,L,Thane West,Under Construction,New,9300000,7750
4,Apartment,Ghanshyam Canary,1660,1.3,Cr,Vasai,Ready to move,Resale,13000000,10833.33333
2,Apartment,Piramal Vaikunth Cluster 1,1013,1.58,Cr,Thane West,Under Construction,Unknown,15800000,13166.66667
4,Apartment,Kalpataru Siddhachal Elegant,2815,4,Cr,Thane West,Ready to move,Unknown,40000000,33333.33333
2,Apartment,Uma Sparta,830,85,L,Thane West,Ready to move,Resale,8500000,7083.333333
3,Apartment,Regency Crest,1840,2.5,Cr,Kharghar,Ready to move,Resale,25000000,20833.33333
3,Apartment,Runwal Pinnacle,859,2.23,Cr,Mulund West,Under Construction,New,22300000,18583.33333
3,Apartment,Wadhwa Savijay Apartments,1800,7.5,Cr,Bandra West,Ready to move,Resale,75000000,62500
2,Apartment,Lodha Sterling,822,1.31,Cr,Thane West,Under Construction,Unknown,13100000,10916.66667
2,Apartment,JP Codename HOTCAKE,453,60.24,L,Mira Road East,Under Construction,New,6024000,5020
3,Apartment,Hiranandani Meadows,1750,3.25,Cr,Thane West,Ready to move,Unknown,32500000,27083.33333
2,Apartment,Neel West Wind,1150,1.58,Cr,Ulwe,Under Construction,New,15800000,13166.66667
1,Apartment,Homewell Agarwal Floresta Oak,402,74,L,Goregaon East,Under Construction,New,7400000,6166.666667
2,Apartment,Runwal My City,1081,59.41,L,Dombivali,Ready to move,New,5941000,4950.833333
1,Apartment,Strawberry Onyx,435,56,L,Mira Road East,Ready to move,New,5600000,4666.666667
3,Apartment,Rajesh Raj Classic,1550,5.5,Cr,Andheri West,Ready to move,Unknown,55000000,45833.33333
2,Apartment,JP Unity Tower,750,2.48,Cr,Lower Parel,Ready to move,Resale,24800000,20666.66667
1,Apartment,Shree JP Golden City Complex,640,63,L,Mira Road East,Ready to move,Resale,6300000,5250
4,Apartment,ACME Ozone,2200,2.75,Cr,Thane West,Ready to move,Unknown,27500000,22916.66667
3,Apartment,A And O A O FResidences Malad,1691,2.65,Cr,Malad East,Under Construction,New,26500000,22083.33333
1,Apartment,Deepak Jyoti Ascent,600,1.1,Cr,Andheri East,Ready to move,Resale,11000000,9166.666667
3,Apartment,Progressive Signature,1308,1.75,Cr,Ghansoli,Ready to move,Resale,17500000,14583.33333
1,Apartment,Prescon Midtown Bay,365,1.63,Cr,Mahim,Under Construction,New,16300000,13583.33333
2,Apartment,Reputed Builder Ashmita Garden,805,85,L,Mira Road East,Ready to move,Resale,8500000,7083.333333
1,Apartment,Laxmi Suviam Pearl Phase I,392,23.5,L,Kalyan West,Under Construction,New,2350000,1958.333333
1,Apartment,Unique Ivana,730,60.78,L,Mira Road East,Under Construction,New,6078000,5065
3,Apartment,ACME Avenue Wing A,1372,2.03,Cr,Kandivali West,Under Construction,Unknown,20300000,16916.66667
1,Apartment,Imperial Splendora,530,41,L,Vasai,Ready to move,Resale,4100000,3416.666667
2,Apartment,Sheth Montana,1038,1.55,Cr,Mulund West,Under Construction,New,15500000,12916.66667
2,Apartment,Vishesh Balaji Symphony ,1103,69,L,Panvel,Ready to move,New,6900000,5750
3,Apartment,Kalpataru Sunrise,1200,2,Cr,Thane West,Ready to move,Resale,20000000,16666.66667
1,Apartment,Sumit Greendale NX,560,30,L,Virar,Ready to move,New,3000000,2500
2,Apartment,Wadhwa Atmosphere O2,753,2.09,Cr,Mulund West,Under Construction,Unknown,20900000,17416.66667
1,Apartment,Romell Empress,630,1.1,Cr,Borivali West,Ready to move,Resale,11000000,9166.666667
2,Apartment,Lodha Luxuria,950,1.3,Cr,Thane West,Ready to move,Resale,13000000,10833.33333
2,Apartment,Aadi Allure Wings A To E,627,1.5,Cr,Kanjurmarg,Under Construction,New,15000000,12500
2,Apartment,Reputed Builder Vasant Valley,1120,93,L,Kalyan West,Ready to move,Unknown,9300000,7750
2,Apartment,Reputed Builder Lodha CASA LAKESIDE,1098,57,L,Palava,Ready to move,Resale,5700000,4750
2,Apartment,JP North Barcelona Wing D,1206,1.02,Cr,Mira Road East,Under Construction,New,10200000,8500
2,Apartment,L And T Seawoods Residences North Towers,820,2.25,Cr,Seawoods,Under Construction,New,22500000,18750
1,Apartment,SR Anand Kirti Tower,712,25,L,Virar,Ready to move,New,2500000,2083.333333
2,Apartment,Godrej The Highlands Godrej City,950,75,L,Panvel,Under Construction,New,7500000,6250
2,Apartment,Vasant Vasant Vihar,1025,1.55,Cr,Thane West,Ready to move,Unknown,15500000,12916.66667
2,Apartment,Reputed Builder Cosmos Jewels Ruby Apartments,1100,1.02,Cr,Thane West,Ready to move,Resale,10200000,8500
2,Apartment,Paradise Sai Crystals,1225,1.16,Cr,Kharghar,Ready to move,Resale,11600000,9666.666667
3,Apartment,Lok Everest,1200,2.5,Cr,Mulund West,Ready to move,Resale,25000000,20833.33333
1,Apartment,Lodha Palava Lakeshore Greens,650,34,L,Dombivali,Ready to move,Resale,3400000,2833.333333
2,Apartment,Ravi Shubh Atika,1016,85.25,L,Mira Road East,Ready to move,New,8525000,7104.166667
3,Apartment,Sunteck Maxx World,751,83,L,Naigaon East,Under Construction,New,8300000,6916.666667
2,Apartment,Juhi Niharika Residency,1050,1,Cr,Kharghar,Ready to move,Resale,10000000,8333.333333
1,Studio Apartment,GBK Vishwajeet Paradise,514,20.5,L,Ambernath West,Ready to move,Resale,2050000,1708.333333
1,Apartment,Mayfair Virar Gardens Cluster VI,520,29.99,L,Virar,Under Construction,New,2999000,2499.166667
1,Apartment,Lodha Palava City,584,34,L,Dombivali East,Ready to move,Unknown,3400000,2833.333333
